file,condition,mean,std,min,max,n_turns
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6109292134642601,0.11875098642977462,0.4218273162841797,0.7561021447181702,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6413825489580631,0.07543528644364737,0.4824143350124359,0.7087357640266418,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6553389057517052,0.0837706566885201,0.45376574993133545,0.7451948523521423,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.6144026145339012,0.06465412556266015,0.5134205222129822,0.7484367489814758,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6416968628764153,0.07819104514292156,0.5122163891792297,0.7299179434776306,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6203852221369743,0.09326847951787307,0.4177929759025574,0.7393502593040466,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.5948278680443764,0.10041105397816219,0.3955112099647522,0.7168449759483337,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6244346797466278,0.07093108061803972,0.5078609585762024,0.6963512301445007,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6425605863332748,0.08550887404774889,0.4466581344604492,0.747789740562439,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5938796475529671,0.10271561210522387,0.4076402485370636,0.6954326629638672,8
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6317247115075588,0.07330400666452247,0.4870398938655853,0.7164697051048279,8
CONVERSATION_RESUME_Ursula_AntiPeace_Downside.txt,scaffold,0.6176922395825386,0.10661323027820739,0.394558310508728,0.7211102247238159,8
CONVERSATION_RESUME_Yasmin_ProPeace_Downside.txt,scaffold,0.6366004981100559,0.10089552511720108,0.3959105908870697,0.7339956760406494,8
CONVERSATION_RESUME_Alice_Leader_Ranger.txt,scaffold,0.6636728718876839,0.08511006506082704,0.48676759004592896,0.7579845786094666,8
CONVERSATION_RESUME_Lorelai_ProPeace_Ranger.txt,scaffold,0.6663046963512897,0.08076630835171074,0.46207699179649353,0.7381176352500916,8
CONVERSATION_RESUME_Roxanne_Leader_Downside.txt,scaffold,0.5992329035486493,0.08724770909847811,0.4131249785423279,0.6828112006187439,7
CONVERSATION_RESUME_Tiana_AntiPeace_Ranger.txt,scaffold,0.6564003186566489,0.07474916662788693,0.4863772690296173,0.727100670337677,7
